日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20211111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4814.77,4898.65,4809.11,4898.65,77.46,1.61,16048.49,3236.25,300
20211112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4902.93,4909.08,4875.35,4888.37,-10.28,-0.21,13266.30,2717.73,300
20211115,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4894.41,4906.33,4863.40,4882.38,-6.00,-0.12,12182.31,2729.98,300
20211116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4880.90,4915.37,4876.50,4883.32,0.94,0.02,12725.44,2840.95,300
20211117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4883.25,4891.52,4864.52,4885.75,2.43,0.05,10845.92,2461.78,300
20211118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4871.42,4871.42,4830.41,4837.62,-48.14,-0.99,11448.06,2444.85,300
20211119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4832.06,4892.81,4829.57,4890.06,52.44,1.08,12719.83,2662.81,300
20211122,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4895.39,4919.00,4893.27,4912.40,22.34,0.46,13809.28,3161.49,300
20211123,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4905.76,4927.52,4896.88,4913.35,0.95,0.02,15430.44,3010.22,300
20211124,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4914.03,4935.49,4899.61,4916.66,3.31,0.07,13715.07,2897.07,300
20211125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4917.61,4921.33,4891.73,4896.44,-20.22,-0.41,11598.40,2554.51,300
20211126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4886.95,4886.95,4850.81,4860.13,-36.32,-0.74,12036.90,2430.41,300
20211129,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4820.01,4858.53,4818.71,4851.42,-8.70,-0.18,13362.69,2859.95,300
20211130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4857.18,4871.25,4810.22,4832.03,-19.40,-0.40,12963.06,2792.68,300
20211201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4831.89,4844.52,4823.93,4843.85,11.83,0.24,12308.68,2559.69,300
20211202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4839.91,4866.85,4830.32,4856.16,12.31,0.25,14808.85,2780.52,300
20211203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4856.98,4901.02,4853.35,4901.02,44.85,0.92,14405.96,3000.53,300
20211206,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4909.43,4943.90,4888.69,4892.62,-8.40,-0.17,17361.57,3334.06,300
20211207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4930.83,4934.10,4895.22,4922.10,29.48,0.60,17905.35,3406.18,300
20211208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.41,4995.93,4915.79,4995.93,73.83,1.50,15749.06,3290.65,300
20211209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5000.69,5114.50,4999.41,5078.69,82.76,1.66,22056.88,4256.81,300
20211210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5046.27,5060.06,5035.81,5055.12,-23.57,-0.46,19369.52,3569.18,300
20211213,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5090.02,5143.84,5079.73,5083.80,28.68,0.57,21180.16,4263.77,300
20211214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5066.35,5075.21,5038.86,5049.70,-34.11,-0.67,15910.78,3186.86,300
20211215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5036.28,5060.37,5003.78,5005.90,-43.80,-0.87,15052.98,2910.73,300
20211216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5006.61,5034.73,4987.22,5034.73,28.83,0.58,14405.39,2914.75,300
20211217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5021.34,5022.11,4954.76,4954.76,-79.97,-1.59,14900.54,2979.43,300
20211220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.97,4971.67,4872.68,4880.42,-74.34,-1.50,16967.57,3175.37,300
20211221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4876.51,4917.80,4872.95,4913.49,33.07,0.68,14333.99,2590.23,300
20211222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4924.58,4936.67,4903.17,4914.45,0.97,0.02,13325.67,2446.42,300
20211223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4924.29,4948.74,4906.75,4948.74,34.28,0.70,13955.54,2633.60,300
20211224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4953.06,4964.91,4905.98,4921.34,-27.39,-0.55,14267.33,2904.84,300
20211227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4918.15,4939.69,4894.16,4919.32,-2.02,-0.04,12410.10,2544.22,300
20211228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4923.69,4959.14,4913.60,4955.96,36.64,0.74,13045.78,2763.17,300
20211229,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4958.65,4958.65,4883.48,4883.48,-72.48,-1.46,11358.70,2732.25,300
20211230,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4882.16,4940.18,4878.65,4921.51,38.03,0.78,12161.72,2680.22,300
20211231,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4937.46,4950.36,4923.14,4940.37,18.86,0.38,12131.37,2669.75,300
20220104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4957.98,4961.45,4874.53,4917.77,-22.61,-0.46,15153.48,3365.17,300
20220105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4907.93,4916.28,4851.98,4868.12,-49.65,-1.01,17881.61,3639.45,300
20220106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4842.16,4857.56,4786.43,4818.23,-49.89,-1.02,15766.58,3217.50,300
20220107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4824.32,4856.65,4818.19,4822.37,4.14,0.09,18713.94,3322.19,300
20220110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4812.23,4844.39,4780.82,4844.05,21.68,0.45,15621.17,3050.34,300
20220111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4840.01,4850.88,4791.89,4797.77,-46.27,-0.96,14692.80,2864.46,300
20220112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4818.89,4852.73,4810.92,4845.58,47.81,1.00,14320.02,2931.53,300
20220113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4853.03,4853.06,4765.24,4765.92,-79.66,-1.64,14251.97,2887.99,300
20220114,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4743.91,4764.05,4723.94,4726.73,-39.19,-0.82,14686.31,2818.28,300
20220117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4728.76,4775.24,4726.71,4767.28,40.54,0.86,11529.57,2637.88,300
20220118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4766.78,4826.30,4747.92,4813.35,46.07,0.97,15087.08,2827.49,300
20220119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4815.81,4828.75,4755.93,4780.38,-32.97,-0.68,13392.74,2755.35,300
20220120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4778.26,4845.00,4777.57,4823.51,43.13,0.90,16497.13,3043.44,300
20220121,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4808.77,4818.31,4762.56,4779.31,-44.19,-0.92,13895.26,2746.99,300
20220124,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4753.94,4801.10,4746.45,4786.74,7.42,0.16,11446.39,2462.62,300
20220125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4761.95,4781.39,4678.25,4678.45,-108.29,-2.26,13366.76,2505.56,300
20220126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4697.10,4718.99,4648.13,4712.31,33.86,0.72,10707.08,2265.53,300
20220127,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4708.10,4708.44,4616.03,4619.88,-92.43,-1.96,12126.38,2505.36,300
20220128,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4641.81,4660.52,4559.83,4563.77,-56.10,-1.21,12648.01,2639.68,300
20220207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4638.58,4672.65,4615.01,4634.09,70.32,1.54,14484.97,2660.32,300
20220208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4626.44,4626.44,4522.47,4608.77,-25.32,-0.55,15583.07,2813.65,300
20220209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4608.15,4659.46,4595.28,4652.06,43.29,0.94,14833.55,2737.72,300
20220210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4657.21,4657.21,4608.09,4639.86,-12.20,-0.26,15157.67,2872.24,300
20220211,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4617.87,4662.60,4595.88,4601.40,-38.47,-0.83,15597.46,3079.38,300
20220214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4579.42,4593.63,4530.06,4551.69,-49.71,-1.08,14367.39,2757.38,300
20220215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4553.81,4601.45,4550.54,4600.10,48.41,1.06,11502.56,2499.77,300
20220216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4619.85,4643.10,4607.22,4617.99,17.89,0.39,10725.90,2101.91,300
20220217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4616.90,4650.16,4606.95,4629.16,11.18,0.24,11001.46,2279.46,300
20220218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4604.57,4651.34,4598.10,4651.24,22.07,0.48,10455.02,1958.26,300
20220221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4646.05,4646.67,4613.30,4634.31,-16.92,-0.36,11251.65,2150.39,300
20220222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4601.92,4602.07,4550.80,4574.15,-60.16,-1.30,12331.72,2468.73,300
20220223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4582.01,4625.30,4579.29,4623.05,48.89,1.07,12295.29,2590.50,300
20220224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4592.07,4610.88,4488.48,4529.32,-93.73,-2.03,18440.31,3423.47,300
20220225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4564.63,4611.86,4561.90,4573.42,44.11,0.97,14972.26,2717.28,300
20220228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4563.74,4581.65,4530.68,4581.65,8.22,0.18,13540.70,2483.64,300
20220301,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4597.86,4623.43,4583.92,4619.69,38.04,0.83,12313.92,2604.31,300
20220302,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4594.02,4594.02,4558.44,4578.60,-41.09,-0.89,11329.83,2153.00,300
20220303,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4595.02,4599.40,4544.43,4551.63,-26.97,-0.59,13828.59,2427.02,300
20220304,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4513.36,4539.39,4481.49,4496.43,-55.20,-1.21,12726.68,2499.70,300
20220307,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4462.52,4462.52,4338.30,4352.78,-143.65,-3.19,16219.77,3068.99,300
20220308,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4361.64,4383.65,4252.54,4265.39,-87.39,-2.01,16786.33,3151.77,300
20220309,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4280.98,4304.48,4068.19,4226.35,-39.04,-0.92,19423.29,3410.09,300
20220310,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4326.20,4335.67,4288.51,4292.84,66.49,1.57,14526.64,3016.36,300
20220311,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4231.20,4316.04,4176.45,4306.52,13.68,0.32,15239.99,2950.09,300
20220314,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4248.15,4280.36,4174.76,4174.76,-131.76,-3.06,13018.72,2606.92,300
20220315,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4125.49,4163.42,3983.81,3983.81,-190.95,-4.57,20252.47,3469.89,300
20220316,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4053.10,4168.59,3942.86,4156.08,172.27,4.32,19602.20,3788.84,300
20220317,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4237.67,4302.74,4217.80,4237.70,81.61,1.96,17940.73,3850.39,300
20220318,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4218.47,4283.37,4194.94,4265.90,28.21,0.67,14945.83,2757.91,300
20220321,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4280.14,4287.82,4223.02,4258.75,-7.16,-0.17,12703.64,2512.15,300
20220322,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4252.57,4283.33,4236.69,4255.30,-3.45,-0.08,12638.25,2262.14,300
20220323,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4269.61,4287.58,4241.96,4276.52,21.22,0.50,11708.91,2263.91,300
20220324,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4249.53,4273.96,4216.85,4251.31,-25.21,-0.59,10891.83,2195.94,300
20220325,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4249.07,4254.84,4173.93,4174.57,-76.73,-1.80,10880.80,2170.13,300
20220328,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4128.84,4174.12,4091.30,4148.47,-26.11,-0.63,11844.90,2134.69,300
20220329,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4155.42,4177.21,4124.72,4134.14,-14.32,-0.35,10026.70,1994.64,300
20220330,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.17,4254.10,4160.74,4254.10,119.95,2.90,13834.60,2688.69,300
20220331,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4234.72,4247.36,4214.54,4222.60,-31.50,-0.74,13402.92,2388.77,300
20220401,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4198.82,4290.67,4190.08,4276.16,53.56,1.27,13380.31,2447.59,300
20220406,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4258.83,4277.52,4236.73,4263.84,-12.32,-0.29,15906.22,2536.91,300
20220407,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4240.02,4278.11,4205.74,4209.10,-54.74,-1.28,13488.04,2169.96,300
20220408,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4213.21,4237.81,4175.53,4230.77,21.67,0.51,14284.38,2290.82,300
20220411,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4203.79,4203.79,4089.09,4100.07,-130.70,-3.09,14819.71,2652.25,300
20220412,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4102.97,4179.97,4075.80,4179.97,79.90,1.95,14428.57,2528.30,300
20220413,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4154.41,4194.04,4139.74,4139.74,-40.24,-0.96,12509.75,2212.81,300
20220414,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4172.64,4217.06,4155.55,4191.57,51.83,1.25,12479.13,2459.94,300
20220415,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.37,4211.32,4152.97,4188.75,-2.82,-0.07,12476.23,2262.30,300
20220418,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4152.93,4171.74,4119.99,4166.38,-22.36,-0.53,11750.46,2128.55,300
20220419,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4161.93,4186.94,4115.42,4134.90,-31.48,-0.76,11021.75,2085.71,300
20220420,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.54,4136.17,4060.50,4070.79,-64.11,-1.55,11733.17,2165.37,300
20220421,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4048.73,4086.44,3978.37,3995.83,-74.96,-1.84,13278.38,2270.27,300
20220422,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3967.20,4037.08,3953.72,4013.25,17.42,0.44,12210.18,2063.72,300
20220425,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3933.45,3958.21,3814.91,3814.91,-198.34,-4.94,16836.45,2728.89,300
20220426,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3822.49,3871.85,3773.90,3784.12,-30.79,-0.81,15757.76,2596.26,300
20220427,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3758.08,3895.73,3757.09,3895.54,111.42,2.94,17273.40,2969.24,300
20220428,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3883.42,3943.43,3873.58,3921.11,25.57,0.66,15305.66,2685.02,300
20220429,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3939.62,4017.43,3898.57,4016.24,95.13,2.43,17945.84,3214.15,300
20220505,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3995.35,4039.70,3988.93,4010.21,-6.03,-0.15,15417.07,2905.38,300
20220506,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3928.85,3947.24,3902.05,3908.82,-101.40,-2.53,12300.56,2148.25,300
20220509,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3883.95,3914.11,3854.94,3877.44,-31.38,-0.80,9293.67,1717.57,300
20220510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3820.63,3932.68,3808.57,3919.87,42.43,1.09,13641.69,2390.60,300
20220511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3917.93,4033.30,3916.52,3976.42,56.55,1.44,16563.23,3092.95,300
20220512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3949.95,3985.93,3935.59,3958.74,-17.68,-0.44,11337.61,2020.29,300
20220513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3983.82,4003.85,3957.14,3988.60,29.86,0.75,10996.84,1957.27,300
20220516,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.00,4018.03,3947.75,3956.54,-32.06,-0.80,11242.53,1997.18,300
20220517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3961.76,4005.89,3955.10,4005.89,49.36,1.25,10966.15,2101.18,300
20220518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.01,4017.34,3964.75,3991.91,-13.99,-0.35,10807.42,2018.01,300
20220519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3938.30,3999.60,3933.75,3999.60,7.69,0.19,11629.34,2102.07,300
20220520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4020.82,4077.60,4020.82,4077.60,78.00,1.95,14706.92,2656.09,300
20220523,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4080.97,4080.97,4029.08,4053.98,-23.62,-0.58,13047.78,2259.82,300
20220524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4052.87,4055.78,3959.15,3959.15,-94.83,-2.34,14555.43,2477.13,300
20220525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3959.77,3983.62,3946.81,3983.18,24.02,0.61,10773.40,1887.01,300
20220526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3987.68,4015.75,3938.24,3993.04,9.87,0.25,12626.37,2169.87,300
20220527,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4022.71,4051.14,3983.38,4001.30,8.25,0.21,11276.93,2069.44,300
20220530,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4020.86,4040.82,4003.38,4029.02,27.72,0.69,11115.22,2111.45,300
20220531,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4031.76,4096.20,4020.38,4091.52,62.50,1.55,13541.55,2677.70,300
20220601,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4086.62,4094.90,4058.85,4083.18,-8.34,-0.20,11485.09,2254.16,300
20220602,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4064.00,4091.15,4057.91,4089.57,6.39,0.16,11389.36,2226.58,300
20220606,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4090.53,4166.62,4063.91,4166.09,76.52,1.87,16787.10,3240.76,300
20220607,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4165.69,4198.09,4155.17,4179.13,13.04,0.31,14299.29,2857.34,300
20220608,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4187.15,4224.81,4158.03,4219.81,40.68,0.97,15737.41,3194.80,300
20220609,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4211.72,4227.45,4160.88,4175.67,-44.14,-1.05,16844.92,2851.73,300
20220610,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4145.65,4241.35,4140.22,4238.99,63.32,1.52,18479.62,3240.91,300
20220613,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4194.46,4218.23,4156.71,4189.35,-49.64,-1.17,16847.56,3365.86,300
20220614,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4143.22,4224.09,4102.93,4222.31,32.96,0.79,17138.59,3354.19,300
20220615,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4228.29,4348.42,4228.29,4278.22,55.91,1.32,25704.66,4597.67,300
20220616,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4282.08,4302.92,4241.08,4250.06,-28.16,-0.66,18407.44,3372.36,300
20220617,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4219.23,4318.77,4218.68,4309.04,58.98,1.39,15864.91,3466.76,300
20220620,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4322.83,4368.36,4297.89,4330.43,21.39,0.50,16566.64,3595.69,300
20220621,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4327.92,4357.34,4287.14,4325.57,-4.87,-0.11,16466.76,3171.63,300
20220622,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4331.90,4333.18,4269.25,4270.62,-54.94,-1.27,15856.59,2986.56,300
20220623,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4277.96,4343.88,4260.90,4343.88,73.26,1.72,17088.24,3271.45,300
20220624,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4354.55,4400.69,4346.12,4394.77,50.89,1.17,16897.22,3560.55,300
20220627,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4414.33,4472.69,4414.33,4444.26,49.49,1.13,17738.57,3814.33,300
20220628,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4442.58,4497.89,4407.35,4490.52,46.25,1.04,17475.65,3616.86,300
20220629,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4472.73,4503.13,4414.00,4421.36,-69.16,-1.54,18727.67,3959.26,300
20220630,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4418.07,4515.00,4418.07,4485.01,63.65,1.44,15666.63,3543.44,300
20220701,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4489.52,4500.99,4449.29,4466.72,-18.29,-0.41,14477.96,3184.92,300
20220704,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4447.22,4496.03,4427.82,4496.03,29.31,0.66,14634.57,3569.69,300
20220705,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4505.46,4530.32,4439.45,4489.54,-6.49,-0.14,15496.24,3618.92,300
20220706,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4475.48,4484.36,4393.42,4423.97,-65.57,-1.46,14980.02,3446.73,300
20220707,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4425.28,4457.34,4391.19,4443.47,19.50,0.44,13266.09,3281.33,300
20220708,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4468.06,4479.49,4426.89,4428.78,-14.69,-0.33,12319.57,3040.31,300
20220711,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4406.15,4406.15,4330.58,4354.62,-74.16,-1.67,13444.86,2991.95,300
20220712,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4352.65,4370.34,4296.62,4313.62,-41.00,-0.94,13018.78,2910.72,300
20220713,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4313.36,4341.47,4284.94,4321.46,7.84,0.18,13111.32,2860.76,300
20220714,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4308.82,4352.10,4292.76,4322.07,0.61,0.01,14525.09,3015.70,300
20220715,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4299.47,4344.86,4248.53,4248.53,-73.55,-1.70,15021.45,3167.93,300
20220718,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4262.15,4300.78,4217.51,4292.59,44.06,1.04,12260.12,2810.55,300
20220719,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4288.44,4288.44,4238.82,4269.34,-23.25,-0.54,10380.57,2311.18,300
20220720,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4291.28,4303.37,4269.97,4283.80,14.46,0.34,9449.01,2123.02,300
20220721,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4270.36,4283.15,4236.05,4236.06,-47.74,-1.11,11715.63,2392.28,300
20220722,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4251.79,4275.47,4207.31,4238.23,2.18,0.05,10384.06,2242.95,300
20220725,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4233.93,4234.84,4201.92,4212.64,-25.59,-0.60,8363.67,1881.36,300
20220726,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4220.09,4259.99,4214.53,4245.98,33.33,0.79,8582.33,1976.01,300
20220727,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4236.15,4242.10,4217.28,4225.04,-20.94,-0.49,7890.49,1942.45,300
20220728,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4242.27,4267.92,4223.03,4225.67,0.64,0.02,10753.19,2438.71,300
20220729,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4226.42,4243.51,4160.87,4170.10,-55.57,-1.32,11417.93,2531.99,300
20220801,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4160.65,4196.57,4129.45,4188.68,18.58,0.45,10774.90,2511.25,300
20220802,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4144.38,4144.38,4071.43,4107.02,-81.65,-1.95,14222.44,2810.14,300
20220803,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4114.83,4150.98,4058.18,4066.98,-40.05,-0.98,11666.61,2686.96,300
20220804,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4089.44,4108.16,4064.66,4101.54,34.56,0.85,8953.26,2168.99,300
20220805,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4109.63,4159.49,4097.86,4156.91,55.37,1.35,10257.10,2473.26,300
20220808,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4142.11,4155.73,4135.08,4148.07,-8.84,-0.21,9020.81,2240.81,300
20220809,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4143.67,4161.81,4131.43,4156.29,8.22,0.20,8413.70,2142.24,300
20220810,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4149.21,4160.79,4092.55,4109.74,-46.55,-1.12,8556.58,2174.47,300
20220811,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.74,4193.81,4116.06,4193.54,83.81,2.04,12138.51,2696.31,300
