date,code,n1,n2,n3,n4,n5,n6,n7,value
20230324,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17886.67
20230327,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17723.27
20230328,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17739.23
20230329,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17641.98
20230330,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17696.92
20230331,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17758.37
20230403,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17877.15
20230404,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18031.97
20230406,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17964.91
20230407,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17946.13
20230410,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17938.32
20230411,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18056.13
20230412,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18289.97
20230413,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18295.00
20230414,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18254.38
20230417,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18472.70
20230418,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18557.74
20230419,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18552.03
20230420,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18689.32
20230421,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18435.63
20230424,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18501.52
20230425,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18612.35
20230426,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18532.91
20230427,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18631.20
20230428,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18935.64
20230504,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19424.11
20230505,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19455.84
20230508,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19865.71
20230509,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19706.25
20230510,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19313.79
20230511,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19307.71
20230512,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19181.94
20230515,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19170.26
20230516,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19018.96
20230517,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18980.82
20230518,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19096.14
20230519,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18831.66
20230522,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18782.45
20230523,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18505.05
20230524,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18228.24
20230525,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18225.42
20230526,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18391.45
20230529,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18592.77
20230530,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18614.06
20230531,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18567.83
20230601,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18575.20
20230602,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18601.45
20230605,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18716.49
20230606,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18529.77
20230607,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18719.93
20230608,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18895.28
20230609,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18899.00
20230612,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18760.46
20230613,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18715.58
20230614,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18614.48
20230615,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18644.70
20230616,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18639.58
20230619,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18423.18
20230620,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18302.37
20230621,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18176.40
20230626,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,17922.29
20230627,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18221.67
20230628,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18294.30
20230629,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18284.46
20230630,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18390.19
20230703,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18596.34
20230704,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18506.79
20230705,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18483.33
20230706,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18395.51
20230707,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18492.01
20230710,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18548.73
20230711,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18624.28
20230712,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18498.85
20230713,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18704.83
20230714,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18726.92
20230717,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18720.44
20230718,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18734.69
20230719,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18841.37
20230720,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18762.05
20230721,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18823.85
20230724,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18864.29
20230725,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19146.19
20230726,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19210.65
20230727,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19285.57
20230728,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19685.45
20230731,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19856.71
20230801,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19897.49
20230802,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19783.47
20230803,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19885.63
20230804,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19879.84
20230807,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19700.87
20230808,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19671.14
20230809,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19621.51
20230810,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19668.60
20230811,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19332.09
20230814,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19317.27
20230815,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19446.78
20230816,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19464.33
20230817,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19454.91
20230818,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19374.34
20230821,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19173.42
20230822,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19267.95
20230823,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19161.85
20230824,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19026.68
20230825,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19127.78
20230828,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19394.02
20230829,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19320.49
20230830,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19121.49
20230831,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18996.35
20230901,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19175.21
20230904,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19483.65
20230905,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19309.32
20230906,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19218.77
20230907,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19087.64
20230908,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18924.51
20230911,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19093.97
20230912,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19101.75
20230913,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19065.65
20230914,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19193.71
20230915,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19169.87
20230918,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19194.91
20230919,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19288.53
20230920,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19304.44
20230921,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19151.23
20230922,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19247.02
20230925,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19207.28
20230926,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19107.92
20230927,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19032.62
20230928,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19054.75
20231009,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18989.33
20231010,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18832.20
20231011,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18762.29
20231012,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19004.85
20231013,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18945.52
20231016,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18968.08
20231017,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,19023.14
20231018,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18843.99
20231019,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18528.96
20231020,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18472.48
20231023,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18161.65
20231024,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18276.49
20231025,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18532.18
20231026,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18608.86
20231027,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18745.42
20231030,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18634.92
20231031,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18653.03
20231101,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18646.64
20231102,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18640.76
20231103,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18590.99
20231106,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18604.27
20231107,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18589.44
20231108,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18491.52
20231109,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18551.24
20231110,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18515.66
20231113,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18556.13
20231114,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18618.10
20231115,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18744.10
20231116,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18732.59
20231117,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18724.23
20231120,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18780.61
20231121,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18816.84
20231122,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18735.59
20231123,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18907.24
20231124,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18973.30
20231127,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18876.26
20231128,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18933.86
20231129,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18788.34
20231130,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18825.79
20231201,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18887.39
20231204,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18879.55
20231205,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18700.23
20231206,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18722.54
20231207,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18652.82
20231208,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18615.87
20231211,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18753.59
20231212,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18823.35
20231213,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18724.84
20231214,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18677.44
20231215,H20955,中证红利低波动100全收益指数,红利低波100全收益,CSI Dividend Low Volatility 100 Total Return Index,Dividend Low Volatility100 TRI,,,,18542.84
